timestamp,memory,cpu,network
2026-06-02 22:06:51.189752,36765696.0,0.0,1658.0
2026-06-02 22:07:01.227257,40022016.0,0.0009076943556975368,2958.0
2026-06-02 22:07:11.251797,41717760.0,0.0018720966450845322,4076.0
2026-06-02 22:07:21.273372,42631168.0,0.0021890483128012683,5194.0
2026-06-02 22:07:31.303237,43450368.0,0.002448889494337062,6312.0
2026-06-02 22:07:41.443180,43454464.0,0.005645331606115904,7430.0
2026-06-02 22:07:51.490726,44240896.0,0.006383939309834395,8548.0
2026-06-02 22:08:01.537789,44322816.0,0.006489504572621872,9666.0
2026-06-02 22:08:11.569781,44748800.0,0.006856942366997204,10784.0
2026-06-02 22:08:21.605916,45051904.0,0.007041852792348605,11902.0
2026-06-02 22:08:31.641548,44539904.0,0.0070736743913814935,13020.0
2026-06-02 22:08:41.719068,44687360.0,0.00481003884075292,14138.0
2026-06-02 22:08:51.779791,45957120.0,0.0054606528305367495,15256.0
2026-06-02 22:09:02.265903,45596672.0,0.005949453660870959,16374.0
2026-06-02 22:09:12.423944,45428736.0,0.03636966177594933,17492.0
2026-06-02 22:09:22.606391,46727168.0,0.04399421183490801,18610.0
2026-06-02 22:09:32.822175,46907392.0,0.04526610638718607,19728.0
2026-06-02 22:09:44.075422,49405952.0,0.07262911233564297,21405.0
2026-06-02 22:09:54.231577,49463296.0,0.09853198780729759,22523.0
2026-06-02 22:10:04.375745,50405376.0,0.07239687906371912,23641.0
2026-06-02 22:10:14.596749,49901568.0,0.0705028856050581,24759.0
2026-06-02 22:10:24.891170,50319360.0,0.08208373552566388,25877.0
2026-06-02 22:10:35.061477,48750592.0,0.06960817572571759,26995.0
2026-06-02 22:10:45.336690,49278976.0,0.029158599899514307,28113.0
2026-06-02 22:10:55.575108,48730112.0,0.03685370759806163,29231.0
2026-06-02 22:11:06.032321,47833088.0,0.03886431052544523,30349.0
2026-06-02 22:11:16.193720,47349760.0,0.028559850852662168,31467.0
2026-06-02 22:11:26.317190,48029696.0,0.052184286354588105,32585.0
2026-06-02 22:11:36.467587,48959488.0,0.05351636264633816,33703.0
2026-06-02 22:11:46.626412,47140864.0,0.04985427055171724,34821.0
2026-06-02 22:11:57.189758,44916736.0,0.05290393191867396,35939.0
2026-06-02 22:12:07.368055,45580288.0,0.05053844643757768,37057.0
2026-06-02 22:12:17.772282,45338624.0,0.031952454969370034,38734.0
2026-06-02 22:12:27.979658,46444544.0,0.03761159562484102,39852.0
2026-06-02 22:12:38.124177,47222784.0,0.034810658454001865,40970.0
2026-06-02 22:12:48.702092,47468544.0,0.02601413300810674,42088.0
2026-06-02 22:12:58.866629,47247360.0,0.037690746649649054,43206.0
2026-06-02 22:13:08.993426,47095808.0,0.035046636085626935,44324.0
2026-06-02 22:13:19.427756,48635904.0,0.027464841614114412,45442.0
2026-06-02 22:13:29.865393,49319936.0,0.03442347646052755,46560.0
2026-06-02 22:13:40.036531,48480256.0,0.035287975435454075,47678.0
2026-06-02 22:13:50.117252,48795648.0,0.024882738554930978,48796.0
2026-06-02 22:14:00.432053,49033216.0,0.046616381554147414,49914.0
2026-06-02 22:14:10.558848,47722496.0,0.044405740192053685,51032.0
2026-06-02 22:14:20.694815,47276032.0,0.03730002919281861,52150.0
2026-06-02 22:14:30.844071,47951872.0,0.04631565130804742,53268.0
2026-06-02 22:14:40.933457,48496640.0,0.05051541155545775,54386.0
2026-06-02 22:14:51.049484,48435200.0,0.025561832822369193,55504.0
2026-06-02 22:15:01.220537,48177152.0,0.02723009682381683,56622.0
2026-06-02 22:15:11.389873,46731264.0,0.028728799078047988,57740.0
2026-06-02 22:15:21.509739,47013888.0,0.017871566780201475,58858.0
2026-06-02 22:15:31.644722,47292416.0,0.01735948846859788,59976.0
2026-06-02 22:15:41.769206,48640000.0,0.01773383094375293,61094.0
2026-06-02 22:15:52.102855,48640000.0,0.014967122133489635,62212.0
2026-06-02 22:16:02.293889,47837184.0,0.022381440773494948,63330.0
2026-06-02 22:16:12.363905,47857664.0,0.02252653002318822,64448.0
2026-06-02 22:16:22.394568,48709632.0,0.02016038038680686,65566.0
2026-06-02 22:16:32.421449,50044928.0,0.01831155152549686,66684.0
2026-06-02 22:16:44.348771,49524736.0,0.015417424406437176,68361.0
2026-06-02 22:16:55.206692,49971200.0,0.02977421955151691,69479.0
2026-06-02 22:17:05.435603,49360896.0,0.051299374266718836,70597.0
2026-06-02 22:17:15.697530,45846528.0,0.06169499908071337,71715.0
2026-06-02 22:17:26.945935,46673920.0,0.06641919794438833,72833.0
2026-06-02 22:17:37.304877,47058944.0,0.08897072491258737,73951.0
2026-06-02 22:17:48.309691,48123904.0,0.0783130394464655,75628.0
2026-06-02 22:17:59.007240,47865856.0,0.06599088306620716,76746.0
2026-06-02 22:18:12.080742,48508928.0,0.11114364332859737,77864.0
2026-06-02 22:18:24.196712,47828992.0,0.12824349733625812,79541.0
2026-06-02 22:18:35.374542,48902144.0,0.13020767144517625,80659.0
2026-06-02 22:18:45.907922,48668672.0,0.14127724135432324,81777.0
2026-06-02 22:18:57.981306,47628288.0,0.13572895051737977,83454.0
2026-06-02 22:19:08.580372,48107520.0,0.09526050219941343,84572.0
2026-06-02 22:19:18.964792,47513600.0,0.09804419818191888,85690.0
2026-06-02 22:19:29.972532,47255552.0,0.0829682444801435,86808.0
2026-06-02 22:19:42.628872,47472640.0,0.06246835042086606,87926.0
2026-06-02 22:19:53.889512,47288320.0,0.10855951973174204,89603.0
2026-06-02 22:20:05.573800,47583232.0,0.1008868648130393,90721.0
2026-06-02 22:20:15.889219,46149632.0,0.09731340612135307,91839.0
2026-06-02 22:20:26.260069,46284800.0,0.10814755911980839,93516.0
2026-06-02 22:20:36.948053,47202304.0,0.11023955084217096,94634.0
2026-06-02 22:20:47.346329,47964160.0,0.058340227735298913,95752.0
2026-06-02 22:20:57.576593,48836608.0,0.06698611491232877,96870.0
2026-06-02 22:21:08.215578,47939584.0,0.06336795635103504,97988.0
2026-06-02 22:21:18.279239,48263168.0,0.05353565947375237,99106.0
2026-06-02 22:21:29.238117,46903296.0,0.0656535547520849,100224.0
2026-06-02 22:21:39.455754,45645824.0,0.06214370138307899,101342.0
2026-06-02 22:21:49.826938,45989888.0,0.05901247024549677,102887.0
2026-06-02 22:22:00.635503,46612480.0,0.09225015371261172,103578.0
2026-06-02 22:22:10.797600,46911488.0,0.08603149728958906,104696.0
2026-06-02 22:22:21.493509,47194112.0,0.07002670154215022,106373.0
2026-06-02 22:22:31.614039,48050176.0,0.06741193460490465,107491.0
2026-06-02 22:22:41.894653,49209344.0,0.06031139682248151,108609.0
2026-06-02 22:22:52.042753,48971776.0,0.02608377674014545,109727.0
2026-06-02 22:23:02.207893,49074176.0,0.03114069302690745,110845.0
2026-06-02 22:23:12.401870,49758208.0,0.03242779496001316,111963.0
2026-06-02 22:23:22.744956,49520640.0,0.021030230693863002,113081.0
2026-06-02 22:23:32.916942,47783936.0,0.03210929908545297,114199.0
2026-06-02 22:23:43.095548,47788032.0,0.0320639570943851,115317.0
2026-06-02 22:23:56.506734,48259072.0,0.02485415139893871,116435.0
2026-06-02 22:24:06.751105,48934912.0,0.09917774379273117,118112.0
2026-06-02 22:24:16.864900,48934912.0,0.10238952695762604,119230.0
2026-06-02 22:24:27.061428,48877568.0,0.09094387236323967,120348.0
2026-06-02 22:24:37.256222,49270784.0,0.09503618012134261,121466.0
2026-06-02 22:24:47.397753,47316992.0,0.09265146907971872,122584.0
2026-06-02 22:24:57.482699,47783936.0,0.041441685183539134,123702.0
2026-06-02 22:25:07.574894,47554560.0,0.021074255546113665,124820.0
2026-06-02 22:25:17.695471,47562752.0,0.02091628519005874,125938.0
2026-06-02 22:25:27.798177,48349184.0,0.01961358417078496,127056.0
2026-06-02 22:25:37.886875,48881664.0,0.019170955208562455,128174.0
2026-06-02 22:25:48.012973,49696768.0,0.019444137733244802,129292.0
2026-06-02 22:25:58.086077,48652288.0,0.01822121146094346,130410.0
2026-06-02 22:26:08.205586,47828992.0,0.01924928604995851,131528.0
2026-06-02 22:26:18.297165,48095232.0,0.020554528415191075,132646.0
2026-06-02 22:26:28.374041,48521216.0,0.020324795452899933,133764.0
2026-06-02 22:26:38.496322,48754688.0,0.019109370842719534,134882.0
2026-06-02 22:26:48.560454,49438720.0,0.024814537573307018,136000.0
2026-06-02 22:26:58.601072,49332224.0,0.024422876536415346,137196.0
2026-06-02 22:27:08.627802,49717248.0,0.025782519134125395,138314.0
2026-06-02 22:27:18.671048,48857088.0,0.025664221239924376,139432.0
2026-06-02 22:27:28.805198,47276032.0,0.025219444191343903,140550.0
2026-06-02 22:27:38.943230,47722496.0,0.03233145191236536,141668.0
2026-06-02 22:27:49.128585,46100480.0,0.04472583139984512,142786.0
2026-06-02 22:27:59.353028,46555136.0,0.048010178163213485,143904.0
2026-06-02 22:28:09.745094,46886912.0,0.044024355510114514,145022.0
2026-06-02 22:28:19.845925,47898624.0,0.047974684012805885,146140.0
2026-06-02 22:28:30.016192,48582656.0,0.04517004107981217,147258.0
2026-06-02 22:28:40.118632,47403008.0,0.04131187148535539,148376.0
2026-06-02 22:28:50.211025,48386048.0,0.023080687275183972,149494.0
2026-06-02 22:29:00.339739,47939584.0,0.020890647114326363,150612.0
2026-06-02 22:29:10.630228,48619520.0,0.022932250108806132,152289.0
2026-06-02 22:29:21.140690,49344512.0,0.023977125601243966,153407.0
2026-06-02 22:29:31.275897,49836032.0,0.021408074613517337,154525.0
2026-06-02 22:29:41.401724,50122752.0,0.022246518679344133,155643.0
2026-06-02 22:29:51.524304,47550464.0,0.021758864199356465,156761.0
2026-06-02 22:30:01.638222,46780416.0,0.018031557165028345,157879.0
2026-06-02 22:30:11.765282,47235072.0,0.02013150769008598,158997.0
2026-06-02 22:30:22.322097,48091136.0,0.02076174149659868,160115.0
2026-06-02 22:30:32.412595,49242112.0,0.021483894071843184,161233.0
2026-06-02 22:30:42.576884,49872896.0,0.022050450548652043,162351.0
2026-06-02 22:30:52.803363,49340416.0,0.022500509591234952,163469.0
2026-06-02 22:31:02.928823,49983488.0,0.021888760806916548,164587.0
2026-06-02 22:31:13.155987,49696768.0,0.019846071024489934,165705.0
2026-06-02 22:31:23.234538,51179520.0,0.0194885396911405,166823.0
2026-06-02 22:31:33.316856,51204096.0,0.017461480122755686,167941.0
2026-06-02 22:31:43.435421,50491392.0,0.017790740574908256,169059.0
2026-06-02 22:31:53.829678,51703808.0,0.020175320122513527,170177.0
2026-06-02 22:32:03.932409,49262592.0,0.022541054831435897,171295.0
2026-06-02 22:32:14.034262,49459200.0,0.02330316554789693,172413.0
2026-06-02 22:32:24.187627,50782208.0,0.022768556065667325,173531.0
2026-06-02 22:32:34.290643,48889856.0,0.025119748362887273,174649.0
2026-06-02 22:32:44.436079,48283648.0,0.024409178726351555,175767.0
2026-06-02 22:32:54.592063,49676288.0,0.02243076923076931,176885.0
2026-06-02 22:33:04.693446,50819072.0,0.022066217671430324,178003.0
2026-06-02 22:33:14.839330,50601984.0,0.019274181666666782,179121.0
2026-06-02 22:33:25.289604,50286592.0,0.020733448098460526,180239.0
2026-06-02 22:33:35.479189,49901568.0,0.019782583166663592,181916.0
2026-06-02 22:33:45.628143,50016256.0,0.02491898558403818,183034.0
2026-06-02 22:33:55.792865,50352128.0,0.02867957876813746,184152.0
2026-06-02 22:34:05.921917,50429952.0,0.02883909136474305,185270.0
2026-06-02 22:34:16.021545,47456256.0,0.03931173043095866,186388.0
2026-06-02 22:34:26.224840,45879296.0,0.035806616291927613,187506.0
2026-06-02 22:34:36.519077,47144960.0,0.0327900367088139,188624.0
2026-06-02 22:34:46.636701,47792128.0,0.035021924438986954,189742.0
2026-06-02 22:34:56.812470,48025600.0,0.03690243149503371,190860.0
2026-06-02 22:35:07.133424,48066560.0,0.035939038665874265,191978.0
2026-06-02 22:35:17.285432,48246784.0,0.04349059941280502,193096.0
2026-06-02 22:35:27.335938,48783360.0,0.04368445972707302,194214.0
2026-06-02 22:35:37.476619,49098752.0,0.044235100379313316,195332.0
2026-06-02 22:35:47.606057,49352704.0,0.04622968492381294,196450.0
2026-06-02 22:35:59.674588,49897472.0,0.04275588311352481,197568.0
2026-06-02 22:36:09.846947,49647616.0,0.041427707642413394,198686.0
2026-06-02 22:36:19.958308,49119232.0,0.02725643836708661,199804.0
2026-06-02 22:36:30.102307,49831936.0,0.028731886035000317,200922.0
2026-06-02 22:36:40.436052,50245632.0,0.019533599163876456,202599.0
2026-06-02 22:36:50.720979,50298880.0,0.024675180032287768,203717.0
2026-06-02 22:37:01.006499,49352704.0,0.024573133621239557,204835.0
2026-06-02 22:37:11.313931,48369664.0,0.02223034916731461,205953.0
2026-06-02 22:37:21.547600,48271360.0,0.02538830913073091,207071.0
2026-06-02 22:37:31.693694,49766400.0,0.025439930605753835,208189.0
2026-06-02 22:37:41.939438,50176000.0,0.017240752102205135,209307.0
2026-06-02 22:37:56.607529,49782784.0,0.027067700883852373,210984.0
2026-06-02 22:38:06.701807,50327552.0,0.0257523121387285,212102.0
2026-06-02 22:38:16.830184,49123328.0,0.02166030165417381,213220.0
2026-06-02 22:38:26.966435,49557504.0,0.02349088598402336,214338.0
2026-06-02 22:38:37.128900,47730688.0,0.025238179416088243,215456.0
2026-06-02 22:38:47.217980,48214016.0,0.01400320172677403,216574.0
2026-06-02 22:38:57.306305,48054272.0,0.0191213444072435,217692.0
2026-06-02 22:39:07.350544,48058368.0,0.018996030433344517,218810.0
2026-06-02 22:39:17.477615,48017408.0,0.015572659759787284,219928.0
2026-06-02 22:39:27.628844,49344512.0,0.01860485177164277,221046.0
2026-06-02 22:39:37.806367,49242112.0,0.017896429755720283,222164.0
2026-06-02 22:39:48.100728,49315840.0,0.015019303726846782,223282.0
2026-06-02 22:39:58.213447,49561600.0,0.042559681598717425,224400.0
2026-06-02 22:40:08.305230,49844224.0,0.04219117700563943,225518.0
2026-06-02 22:40:18.535945,51142656.0,0.03946464479367712,226636.0
2026-06-02 22:40:28.657040,51400704.0,0.04269441416138491,227754.0
2026-06-02 22:40:38.812101,50556928.0,0.04175285987513976,228872.0
2026-06-02 22:40:49.123615,51154944.0,0.01391694757642666,229990.0
2026-06-02 22:40:59.225311,51019776.0,0.017971525746811854,231108.0
2026-06-02 22:41:09.334285,49934336.0,0.018901150099968813,232226.0
2026-06-02 22:41:19.490290,50081792.0,0.01507637759298188,233344.0
2026-06-02 22:41:29.592190,50966528.0,0.01708232389631371,234462.0
2026-06-02 22:41:40.320507,50667520.0,0.01716834053376725,236139.0
2026-06-02 22:41:50.492238,51085312.0,0.018135841094295585,237257.0
2026-06-02 22:42:00.699484,51535872.0,0.022088389310220457,238375.0
2026-06-02 22:42:10.836023,52551680.0,0.023613952720670288,239493.0
2026-06-02 22:42:21.118500,51585024.0,0.02601955809282167,240611.0
2026-06-02 22:42:31.438016,47591424.0,0.030169438104553744,241729.0
2026-06-02 22:42:41.515988,48447488.0,0.026956334094948065,242847.0
2026-06-02 22:42:51.837275,49414144.0,0.02467906868535031,243965.0
2026-06-02 22:43:03.064963,50315264.0,0.04595567851759264,245083.0
2026-06-02 22:43:13.271353,50225152.0,0.051732179807349156,246201.0
2026-06-02 22:43:23.906813,50970624.0,0.0652026815316794,247319.0
